A_physical,E_physical,Yield_pred
116.99999998000001,1.0,0.0333258
116.99999998000001,2.0,0.04959335
116.99999998000001,3.0,0.07198414
116.99999998000001,4.0,0.10175383
116.99999998000001,5.0,0.14110434
116.99999998000001,6.0,0.18893552
116.99999998000001,7.0,0.25711647
116.99999998000001,8.0,0.3605934
116.99999998000001,9.0,0.48998863
116.99999998000001,10.0,0.6289845
116.99999998000001,11.0,0.7638496
116.99999998000001,12.0,0.89144063
116.99999998000001,13.0,1.0142696
116.99999998000001,14.0,1.1181954
118.0,0.0,0.015988389
118.0,1.0,0.022685459
118.0,2.0,0.0357964
118.0,3.0,0.05994833
118.0,4.0,0.09726368
118.0,5.0,0.14942895
118.0,6.0,0.21963337
118.0,7.0,0.30687228
118.0,8.0,0.40869686
118.0,9.0,0.52636
118.0,10.0,0.6540155
118.0,11.0,0.7782289
118.0,12.0,0.8772178
118.0,13.0,0.94140816
118.0,14.0,0.97427034
119.00000002,0.0,0.014107832
119.00000002,1.0,0.019340215
119.00000002,2.0,0.027054647
119.00000002,3.0,0.03929459
119.00000002,4.0,0.0586192
119.00000002,5.0,0.0894122
119.00000002,6.0,0.13665497
119.00000002,7.0,0.21262634
119.00000002,8.0,0.31534496
119.00000002,9.0,0.4269821
119.00000002,10.0,0.5414534
119.00000002,11.0,0.6500357
119.00000002,12.0,0.7589721
119.00000002,13.0,0.8560854
119.00000002,14.0,0.90931714
119.99999998000001,0.0,0.010994095
119.99999998000001,1.0,0.014798743
119.99999998000001,2.0,0.023549978
119.99999998000001,3.0,0.038473435
119.99999998000001,4.0,0.06209881
119.99999998000001,5.0,0.09307705
119.99999998000001,6.0,0.13682748
119.99999998000001,7.0,0.20134042
119.99999998000001,8.0,0.30431214
119.99999998000001,9.0,0.44319934
