Z,A,E,Yield,Error,N,Z_parity,N_parity,parity_product,parity_category,Z_magic_prox,N_magic_prox,Z_magic_dist,N_magic_dist,Z_shell_closure,N_shell_closure,any_shell_closure,N_over_Z,symmetry_energy,mass_excess
-0.675,-0.65,0.2,1.82e-07,6.07e-10,0.025000000000000022,1.325,0.025000000000000022,0.03312500000000003,OE,0.4089132679039435,0.614464531471599,2.675,1.975,0,1,1,-0.037037037037091936,-0.18846153846153849,0.7000000000000001
-0.675,-0.633333333,0.2,5.77e-09,1.79e-11,0.04166666699999999,1.325,0.04166666699999999,0.055208333774999986,OE,0.4089132679039435,0.6195294142608204,2.675,1.9583333330000001,0,1,1,-0.061728395555646985,-0.20274122836547784,0.716666667
-0.675,-0.616666667,0.2,0.0,0.0,0.0583333330000001,1.325,0.0583333330000001,0.07729166622500012,OE,0.4089132679039435,0.6245928989277887,2.675,1.9416666669999998,0,1,1,-0.08641975259272076,-0.21801801770197235,0.7333333330000001
-0.675,-0.6,0.2,8.29e-11,4.15e-13,0.07500000000000007,1.325,0.07500000000000007,0.09937500000000009,OE,0.4089132679039435,0.6296542781333231,2.675,1.9249999999999998,0,1,1,-0.1111111111112758,-0.2343750000000001,0.7500000000000001
-0.675,-0.583333333,0.2,4.51e-14,2.25e-16,0.09166666700000003,1.325,0.09166666700000003,0.12145833377500004,OE,0.4089132679039435,0.6347128385940914,2.675,1.9083333329999999,0,1,1,-0.13580246962983086,-0.25190476226775516,0.7666666670000001
-0.675,-0.566666667,0.2,0.0,0.0,0.10833333300000003,1.325,0.10833333300000003,0.14354166622500003,OE,0.4089132679039435,0.6397678621601764,2.675,1.891666667,0,1,1,-0.16049382666690445,-0.2707107839240917,0.7833333330000001
-0.6375,-0.866666667,0.2,3.51e-16,1.74e-18,-0.229166667,1.3625,1.7708333330000001,2.4127604162125,OE,0.4192288880014303,0.5375379671050364,2.6375,2.229166667,0,0,0,0.3594771247064462,-0.04809695503118065,0.40833333299999997
-0.6375,-0.85,0.2,8.86e-14,4.43e-16,-0.21250000000000002,1.3625,1.7875,2.43546875,OE,0.4192288880014303,0.5425405292536487,2.6375,2.2125,0,0,0,0.33333333333385623,-0.053124999999999985,0.42499999999999993
-0.6375,-0.833333333,0.2,3.91e-12,1.95e-14,-0.19583333300000005,1.3625,1.804166667,2.4581770837875,OE,0.4192288880014303,0.5475517591930388,2.6375,2.195833333,0,0,0,0.3071895419612663,-0.05852083344507497,0.4416666669999999
-0.6375,-0.816666666,0.2,2.07e-10,1.61e-12,-0.17916666600000009,1.3625,1.820833334,2.480885417575,OE,0.4192288880014303,0.5525710438284668,2.6375,2.179166666,0,0,0,0.2810457505886763,-0.06430697302868593,0.45833333399999987
-0.6375,-0.8,0.2,5.93e-09,6.33e-11,-0.1625000000000001,1.3625,1.8375,2.50359375,OE,0.4192288880014303,0.5575977626280436,2.6375,2.1625,0,0,0,0.2549019607847137,-0.07050781249999996,0.47499999999999987
-0.6375,-0.783333333,0.2,2.44e-08,2.19e-10,-0.145833333,1.3625,1.8541666669999999,2.5263020837875,OE,0.4192288880014303,0.5626312889424268,2.6375,2.145833333,0,0,0,0.22875816941212357,-0.0771498228324751,0.49166666699999995
-0.6375,-0.766666667,0.2,7.58e-07,7.38e-09,-0.129166667,1.3625,1.870833333,2.5490104162125,OE,0.4192288880014303,0.5676709880090206,2.6375,2.129166667,0,0,0,0.20261437960816098,-0.08426177521517603,0.5083333329999999
-0.6375,-0.75,0.2,2.06e-06,4.83e-09,-0.11250000000000004,1.3625,1.8875,2.57171875,OE,0.4192288880014303,0.5727162194879101,2.6375,2.1125,0,0,0,0.17647058823557102,-0.09187499999999997,0.5249999999999999
-0.6375,-0.733333333,0.2,4.7e-05,6.9e-08,-0.09583333300000008,1.3625,1.904166667,2.5944270837875,OE,0.4192288880014303,0.5777663354697163,2.6375,2.095833333,0,0,0,0.15032679686298103,-0.10002367441099556,0.5416666669999999
-0.6375,-0.716666667,0.2,0.000136644,1.47e-07,-0.07916666700000008,1.3625,1.920833333,2.6171354162125002,OE,0.4192288880014303,0.5828206815085692,2.6375,2.079166667,0,0,0,0.12418300705901845,-0.10874515485833552,0.5583333329999999
-0.6375,-0.7,0.2,0.000408408,3.77e-07,-0.0625,1.3625,1.9375,2.6398437500000003,OE,0.4192288880014303,0.5878785976638901,2.6375,2.0625,0,0,0,0.0980392156864283,-0.11808035714285713,0.575
-0.6375,-0.683333333,0.2,0.000419583,9.28e-07,-0.04583333300000003,1.3625,1.954166667,2.6625520837875,OE,0.4192288880014303,0.5929394168149633,2.6375,2.045833333,0,0,0,0.07189542431383832,-0.12807418719865404,0.5916666669999999
-0.6375,-0.666666667,0.2,0.000526346,1.39e-06,-0.029166667000000035,1.3625,1.9708333329999999,2.6852604162125,OE,0.4192288880014303,0.5980024657076237,2.6375,2.029166667,0,0,0,0.045751634509875745,-0.1387760414451953,0.6083333329999999
-0.6375,-0.65,0.2,9.29e-05,3e-07,-0.012500000000000067,1.3625,1.9874999999999998,2.70796875,OE,0.4192288880014303,0.603067066007544,2.6375,2.0125,0,0,0,0.019607843137285766,-0.15024038461538458,0.6249999999999999
-0.6375,-0.633333333,0.2,5.38e-05,1.66e-07,0.004166666999999902,1.3625,0.004166666999999902,0.005677083787499866,OE,0.4192288880014303,0.6081325326220718,2.6375,1.9958333330000002,0,1,1,-0.006535948235304216,-0.16252741253510206,0.6416666669999999
-0.6375,-0.616666667,0.2,3.19e-06,1.05e-08,0.02083333300000001,1.3625,0.02083333300000001,0.028385416212500014,OE,0.4192288880014303,0.6131981747593522,2.6375,1.9791666669999999,0,1,1,-0.032679738039266965,-0.17570382855592584,0.658333333
-0.6375,-0.6,0.2,1.39e-06,4.79e-09,0.03749999999999998,1.3625,0.03749999999999998,0.05109374999999997,OE,0.4192288880014303,0.6182632969917667,2.6375,1.9625,0,1,1,-0.058823529411856944,-0.18984374999999995,0.6749999999999999
